source_ip,destination_ip,protocol,port,bytes,label,timestamp
10.0.0.1,9.9.9.9,ICMP,3389,45827,BENIGN,2024-01-06T01:25:11
192.168.1.7,9.9.9.9,ICMP,8080,95640,BENIGN,2024-01-03T05:00:36
10.0.0.1,9.9.9.9,TCP,80,68179,DDoS,2024-01-02T14:30:39
10.0.0.3,9.9.9.9,TCP,8080,58146,DDoS,2024-01-06T08:21:55
192.168.1.8,8.8.4.4,UDP,22,99304,DDoS,2024-01-03T11:44:44
10.0.0.5,9.9.9.9,TCP,53,29305,BENIGN,2024-01-07T00:45:44
192.168.1.3,9.9.9.9,TCP,25,11293,BENIGN,2024-01-01T16:04:14
10.0.0.3,1.1.1.1,UDP,22,17141,Brute Force,2024-01-07T17:20:04
192.168.1.3,1.1.1.1,ICMP,3389,4357,BENIGN,2024-01-05T22:30:30
10.0.0.5,1.1.1.1,UDP,80,21591,BENIGN,2024-01-03T19:31:29
10.0.0.3,1.1.1.1,TCP,3389,18856,BENIGN,2024-01-03T14:49:11
10.0.0.5,1.1.1.1,UDP,443,49787,BENIGN,2024-01-01T06:34:13
10.0.0.4,8.8.8.8,UDP,8080,33993,DoS-GoldenEye,2024-01-03T17:59:31
192.168.1.1,9.9.9.9,ICMP,443,85869,BENIGN,2024-01-02T14:00:54
192.168.1.8,9.9.9.9,UDP,3389,18525,BENIGN,2024-01-04T16:59:21
192.168.1.9,8.8.4.4,TCP,53,93869,BENIGN,2024-01-01T14:08:39
192.168.1.7,8.8.4.4,UDP,8080,72934,BENIGN,2024-01-05T01:57:49
192.168.1.8,8.8.4.4,TCP,22,15363,BENIGN,2024-01-07T07:32:35
192.168.1.5,1.1.1.1,UDP,443,40865,DoS-GoldenEye,2024-01-02T17:42:07
192.168.1.1,8.8.4.4,TCP,53,53865,BENIGN,2024-01-04T16:09:46
192.168.1.6,8.8.4.4,TCP,53,73124,Brute Force,2024-01-06T03:34:46
10.0.0.1,9.9.9.9,ICMP,53,3693,BENIGN,2024-01-03T04:33:10
10.0.0.2,1.1.1.1,TCP,22,32750,BENIGN,2024-01-01T21:53:31
192.168.1.1,8.8.8.8,ICMP,25,42833,DDoS,2024-01-07T19:09:54
192.168.1.7,1.1.1.1,ICMP,3389,75687,BENIGN,2024-01-02T14:21:56
192.168.1.8,9.9.9.9,TCP,8080,65251,BENIGN,2024-01-03T11:07:22
10.0.0.2,8.8.8.8,UDP,3389,20744,PortScan,2024-01-04T18:12:39
10.0.0.3,9.9.9.9,TCP,8080,14924,BENIGN,2024-01-06T18:01:49
192.168.1.10,9.9.9.9,UDP,443,15154,DDoS,2024-01-06T04:24:17
192.168.1.4,1.1.1.1,ICMP,8080,66495,BENIGN,2024-01-01T01:55:51
192.168.1.1,8.8.4.4,TCP,25,5516,BENIGN,2024-01-03T04:04:42
192.168.1.5,8.8.4.4,ICMP,22,19769,BENIGN,2024-01-01T06:10:32
192.168.1.3,8.8.8.8,TCP,25,64207,BENIGN,2024-01-05T09:06:21
192.168.1.5,8.8.8.8,UDP,443,69545,BENIGN,2024-01-07T01:08:14
10.0.0.1,8.8.8.8,TCP,3389,35366,BENIGN,2024-01-05T22:11:42
10.0.0.4,9.9.9.9,UDP,25,97056,BENIGN,2024-01-01T05:12:56
192.168.1.6,1.1.1.1,UDP,25,89300,DoS-GoldenEye,2024-01-07T22:21:36
192.168.1.5,1.1.1.1,TCP,80,94643,BENIGN,2024-01-05T19:59:48
192.168.1.9,8.8.4.4,UDP,25,71252,BENIGN,2024-01-03T06:56:42
192.168.1.10,8.8.4.4,ICMP,53,18680,BENIGN,2024-01-03T21:17:44
192.168.1.4,9.9.9.9,ICMP,25,84544,BENIGN,2024-01-01T03:02:54
10.0.0.3,8.8.8.8,UDP,443,58483,BENIGN,2024-01-02T20:43:06
192.168.1.7,9.9.9.9,TCP,443,97293,BENIGN,2024-01-07T10:49:04
10.0.0.2,8.8.8.8,ICMP,25,60432,BENIGN,2024-01-01T02:01:45
192.168.1.1,8.8.8.8,ICMP,53,65157,BENIGN,2024-01-06T20:47:48
192.168.1.1,1.1.1.1,UDP,22,75002,BENIGN,2024-01-02T14:04:04
10.0.0.4,1.1.1.1,ICMP,25,94585,BENIGN,2024-01-05T06:46:10
192.168.1.4,1.1.1.1,ICMP,53,591,BENIGN,2024-01-04T06:15:02
10.0.0.4,1.1.1.1,UDP,8080,44725,BENIGN,2024-01-07T03:14:37
10.0.0.5,8.8.8.8,UDP,8080,82889,BENIGN,2024-01-05T12:20:22
10.0.0.3,8.8.8.8,TCP,53,27757,DDoS,2024-01-06T09:13:01
192.168.1.10,1.1.1.1,TCP,3389,61264,BENIGN,2024-01-05T01:21:23
192.168.1.8,8.8.4.4,ICMP,3389,14609,PortScan,2024-01-04T18:13:40
192.168.1.5,9.9.9.9,TCP,8080,54107,DDoS,2024-01-02T22:09:08
192.168.1.6,8.8.8.8,ICMP,8080,31260,BENIGN,2024-01-01T20:24:54
10.0.0.1,9.9.9.9,ICMP,53,30985,BENIGN,2024-01-06T06:28:57
192.168.1.8,9.9.9.9,TCP,3389,33901,DoS-Hulk,2024-01-04T14:31:37
192.168.1.5,1.1.1.1,ICMP,443,39985,BENIGN,2024-01-06T14:41:43
192.168.1.3,9.9.9.9,UDP,53,14559,BENIGN,2024-01-05T02:19:15
10.0.0.3,8.8.4.4,TCP,8080,88750,DDoS,2024-01-01T12:31:39
192.168.1.10,8.8.8.8,TCP,443,70084,PortScan,2024-01-01T05:27:54
192.168.1.3,8.8.4.4,UDP,8080,54987,BENIGN,2024-01-01T14:43:40
10.0.0.2,8.8.8.8,ICMP,443,1343,BENIGN,2024-01-01T19:10:12
192.168.1.6,9.9.9.9,TCP,53,54521,BENIGN,2024-01-02T13:07:15
192.168.1.3,9.9.9.9,UDP,25,91047,BENIGN,2024-01-02T16:19:04
192.168.1.5,1.1.1.1,TCP,80,54179,BENIGN,2024-01-03T19:15:46
10.0.0.3,8.8.8.8,ICMP,443,82613,BENIGN,2024-01-01T17:04:56
10.0.0.1,8.8.4.4,TCP,53,31783,DDoS,2024-01-02T07:40:15
192.168.1.2,9.9.9.9,TCP,3389,23991,Brute Force,2024-01-05T19:20:38
192.168.1.2,8.8.4.4,UDP,3389,43125,BENIGN,2024-01-06T02:39:19
10.0.0.3,8.8.8.8,TCP,25,8721,BENIGN,2024-01-07T07:57:25
10.0.0.5,1.1.1.1,TCP,443,80161,BENIGN,2024-01-07T09:38:31
192.168.1.5,9.9.9.9,UDP,80,20798,Brute Force,2024-01-07T23:32:29
192.168.1.4,8.8.4.4,ICMP,53,89804,BENIGN,2024-01-06T01:00:18
192.168.1.8,9.9.9.9,TCP,443,32762,DDoS,2024-01-01T05:47:24
192.168.1.3,9.9.9.9,TCP,25,39578,DoS-GoldenEye,2024-01-06T15:25:59
192.168.1.4,9.9.9.9,UDP,22,5697,DoS-Hulk,2024-01-03T11:04:03
192.168.1.10,8.8.8.8,ICMP,22,92266,BENIGN,2024-01-01T16:11:43
10.0.0.4,9.9.9.9,UDP,22,84631,BENIGN,2024-01-04T18:48:28
192.168.1.8,9.9.9.9,TCP,3389,96771,BENIGN,2024-01-04T22:37:47
10.0.0.1,8.8.8.8,ICMP,443,23173,BENIGN,2024-01-04T00:24:19
192.168.1.10,9.9.9.9,ICMP,80,95011,BENIGN,2024-01-01T17:48:56
192.168.1.8,8.8.4.4,UDP,8080,29543,DoS-Hulk,2024-01-03T09:13:15
192.168.1.4,9.9.9.9,ICMP,22,36430,BENIGN,2024-01-04T21:03:03
10.0.0.2,1.1.1.1,ICMP,443,22974,PortScan,2024-01-07T05:32:02
10.0.0.2,1.1.1.1,UDP,53,26069,BENIGN,2024-01-04T00:16:12
10.0.0.4,8.8.8.8,TCP,80,2681,PortScan,2024-01-06T20:13:06
192.168.1.6,1.1.1.1,ICMP,3389,89125,BENIGN,2024-01-03T12:38:24
192.168.1.4,9.9.9.9,UDP,22,23524,BENIGN,2024-01-02T20:25:36
192.168.1.8,8.8.4.4,TCP,25,74818,BENIGN,2024-01-07T12:55:03
10.0.0.2,9.9.9.9,TCP,22,31783,BENIGN,2024-01-03T19:02:11
192.168.1.6,8.8.8.8,UDP,22,16551,BENIGN,2024-01-04T00:23:31
192.168.1.6,8.8.8.8,TCP,53,92990,PortScan,2024-01-02T02:08:55
192.168.1.6,8.8.4.4,ICMP,3389,65459,BENIGN,2024-01-01T15:46:08
192.168.1.5,8.8.8.8,UDP,80,20063,DoS-GoldenEye,2024-01-04T15:08:05
192.168.1.7,8.8.4.4,TCP,22,77921,Brute Force,2024-01-02T21:31:00
192.168.1.6,8.8.8.8,TCP,443,30583,BENIGN,2024-01-07T04:44:59
192.168.1.1,9.9.9.9,ICMP,22,76958,DoS-GoldenEye,2024-01-02T02:32:39
10.0.0.4,8.8.4.4,TCP,443,93881,PortScan,2024-01-03T17:00:56
192.168.1.5,8.8.4.4,TCP,8080,93547,DoS-Hulk,2024-01-06T17:01:38
10.0.0.2,9.9.9.9,UDP,443,65134,BENIGN,2024-01-02T11:19:27
192.168.1.7,9.9.9.9,TCP,80,67593,DDoS,2024-01-02T14:17:26
192.168.1.7,1.1.1.1,TCP,3389,56537,Brute Force,2024-01-02T11:02:49
192.168.1.3,8.8.8.8,ICMP,25,70413,DoS-Hulk,2024-01-05T10:13:18
10.0.0.2,9.9.9.9,TCP,443,17325,DDoS,2024-01-01T02:41:47
192.168.1.1,9.9.9.9,UDP,22,41081,PortScan,2024-01-01T12:05:53
192.168.1.1,8.8.4.4,ICMP,8080,86545,BENIGN,2024-01-05T16:15:34
192.168.1.6,9.9.9.9,ICMP,53,60469,BENIGN,2024-01-01T22:31:43
10.0.0.1,1.1.1.1,ICMP,53,3242,BENIGN,2024-01-07T03:08:46
10.0.0.3,8.8.8.8,TCP,22,10408,BENIGN,2024-01-04T10:52:30
192.168.1.7,8.8.8.8,TCP,25,28483,DoS-GoldenEye,2024-01-02T19:20:27
192.168.1.9,8.8.8.8,ICMP,8080,27248,BENIGN,2024-01-01T11:08:43
10.0.0.5,9.9.9.9,ICMP,22,50677,BENIGN,2024-01-03T22:48:00
192.168.1.2,9.9.9.9,ICMP,53,92862,BENIGN,2024-01-07T12:01:16
192.168.1.2,8.8.4.4,UDP,8080,6096,DoS-Hulk,2024-01-05T06:05:44
10.0.0.1,9.9.9.9,UDP,53,99550,BENIGN,2024-01-07T18:10:51
192.168.1.3,9.9.9.9,UDP,80,68782,BENIGN,2024-01-01T09:58:59
192.168.1.3,9.9.9.9,TCP,3389,332,BENIGN,2024-01-07T17:21:25
10.0.0.1,8.8.4.4,UDP,80,82973,BENIGN,2024-01-03T08:15:38
192.168.1.6,9.9.9.9,UDP,22,61193,BENIGN,2024-01-07T06:13:38
10.0.0.2,8.8.8.8,ICMP,80,6616,BENIGN,2024-01-05T20:36:29
10.0.0.5,8.8.4.4,TCP,25,33563,BENIGN,2024-01-05T04:58:39
192.168.1.10,1.1.1.1,UDP,53,10511,Brute Force,2024-01-04T03:47:32
192.168.1.5,8.8.8.8,UDP,53,69155,BENIGN,2024-01-07T06:02:03
192.168.1.8,8.8.4.4,TCP,3389,73655,DoS-Hulk,2024-01-05T02:20:26
10.0.0.5,8.8.8.8,TCP,53,39988,DoS-GoldenEye,2024-01-05T07:12:15
192.168.1.6,8.8.4.4,UDP,80,39902,BENIGN,2024-01-04T00:30:36
192.168.1.2,8.8.8.8,ICMP,25,57626,DDoS,2024-01-03T13:01:26
192.168.1.3,8.8.8.8,ICMP,22,17755,BENIGN,2024-01-05T05:47:46
192.168.1.6,9.9.9.9,UDP,3389,28139,BENIGN,2024-01-03T21:58:15
10.0.0.2,9.9.9.9,UDP,3389,31813,DoS-GoldenEye,2024-01-01T05:22:03
192.168.1.2,9.9.9.9,UDP,25,73134,BENIGN,2024-01-06T20:06:37
10.0.0.3,1.1.1.1,UDP,22,48750,BENIGN,2024-01-04T10:28:46
10.0.0.1,1.1.1.1,TCP,3389,13665,BENIGN,2024-01-02T17:49:11
192.168.1.1,1.1.1.1,UDP,3389,38120,BENIGN,2024-01-05T02:09:46
10.0.0.1,8.8.8.8,UDP,443,77413,BENIGN,2024-01-01T09:07:53
10.0.0.2,8.8.8.8,ICMP,8080,76927,BENIGN,2024-01-07T16:21:45
192.168.1.10,9.9.9.9,UDP,25,60163,PortScan,2024-01-03T21:00:09
192.168.1.8,1.1.1.1,UDP,53,12865,BENIGN,2024-01-05T18:05:56
192.168.1.4,8.8.4.4,TCP,8080,28904,BENIGN,2024-01-01T17:18:46
192.168.1.10,8.8.8.8,UDP,80,41108,BENIGN,2024-01-02T21:50:33
192.168.1.10,1.1.1.1,TCP,53,90754,BENIGN,2024-01-04T08:58:02
192.168.1.10,9.9.9.9,UDP,443,54273,BENIGN,2024-01-05T16:51:48
192.168.1.10,9.9.9.9,ICMP,80,47184,BENIGN,2024-01-02T05:03:42
10.0.0.3,9.9.9.9,TCP,80,44248,BENIGN,2024-01-02T21:12:22
192.168.1.6,9.9.9.9,TCP,22,21849,BENIGN,2024-01-02T13:06:23
192.168.1.3,1.1.1.1,UDP,22,48895,BENIGN,2024-01-05T15:20:09
192.168.1.8,8.8.8.8,TCP,443,10430,DoS-Hulk,2024-01-05T11:28:05
10.0.0.2,8.8.8.8,UDP,22,67809,BENIGN,2024-01-03T00:21:05
192.168.1.9,8.8.8.8,UDP,22,54208,DoS-GoldenEye,2024-01-05T21:15:01
10.0.0.2,8.8.8.8,TCP,80,76005,BENIGN,2024-01-02T13:01:03
192.168.1.9,8.8.4.4,UDP,53,83315,BENIGN,2024-01-01T09:47:59
192.168.1.7,1.1.1.1,UDP,22,42879,BENIGN,2024-01-02T16:56:01
192.168.1.10,8.8.4.4,ICMP,3389,37042,BENIGN,2024-01-04T16:10:52
192.168.1.1,1.1.1.1,TCP,3389,34116,BENIGN,2024-01-07T17:44:56
192.168.1.9,9.9.9.9,TCP,25,9340,BENIGN,2024-01-03T23:09:44
192.168.1.4,9.9.9.9,TCP,443,48202,PortScan,2024-01-01T12:06:10
192.168.1.2,8.8.8.8,ICMP,22,91254,BENIGN,2024-01-02T20:25:07
192.168.1.7,8.8.8.8,UDP,3389,16028,BENIGN,2024-01-04T00:23:29
192.168.1.7,8.8.8.8,UDP,22,3312,BENIGN,2024-01-04T04:48:23
10.0.0.3,8.8.8.8,ICMP,8080,97664,BENIGN,2024-01-02T12:09:30
10.0.0.4,1.1.1.1,ICMP,443,49693,PortScan,2024-01-02T17:39:21
10.0.0.2,9.9.9.9,UDP,8080,72479,DDoS,2024-01-03T13:34:48
192.168.1.1,1.1.1.1,UDP,22,36918,BENIGN,2024-01-02T03:09:25
192.168.1.2,8.8.8.8,TCP,3389,73810,BENIGN,2024-01-02T06:09:59
192.168.1.6,8.8.8.8,ICMP,25,30437,BENIGN,2024-01-02T21:36:18
192.168.1.2,9.9.9.9,ICMP,25,391,BENIGN,2024-01-04T18:12:42
192.168.1.1,8.8.4.4,UDP,22,75141,BENIGN,2024-01-04T08:04:03
10.0.0.3,9.9.9.9,UDP,22,38885,DoS-GoldenEye,2024-01-07T02:36:18
192.168.1.4,8.8.8.8,TCP,80,13805,BENIGN,2024-01-04T04:30:35
192.168.1.6,9.9.9.9,UDP,443,62202,DoS-GoldenEye,2024-01-02T12:27:02
192.168.1.3,9.9.9.9,UDP,25,62017,Brute Force,2024-01-04T06:17:30
192.168.1.8,8.8.4.4,TCP,80,28253,DoS-GoldenEye,2024-01-06T10:59:39
192.168.1.10,9.9.9.9,TCP,8080,30203,BENIGN,2024-01-03T23:55:27
10.0.0.2,1.1.1.1,UDP,25,80692,BENIGN,2024-01-04T12:09:25
10.0.0.4,9.9.9.9,UDP,22,664,BENIGN,2024-01-05T16:13:45
192.168.1.3,9.9.9.9,UDP,443,30737,BENIGN,2024-01-01T19:02:22
192.168.1.9,8.8.8.8,UDP,53,52080,DoS-Hulk,2024-01-03T22:19:23
10.0.0.4,8.8.8.8,TCP,22,70068,BENIGN,2024-01-05T22:16:10
192.168.1.5,9.9.9.9,TCP,80,42320,BENIGN,2024-01-03T17:47:10
192.168.1.7,8.8.4.4,TCP,22,36917,BENIGN,2024-01-06T08:23:45
192.168.1.9,9.9.9.9,UDP,8080,39462,BENIGN,2024-01-07T19:31:42
10.0.0.1,8.8.4.4,ICMP,443,67833,BENIGN,2024-01-01T20:11:44
10.0.0.5,1.1.1.1,UDP,3389,14062,BENIGN,2024-01-01T07:23:04
10.0.0.5,9.9.9.9,UDP,22,98861,Brute Force,2024-01-01T20:55:04
10.0.0.3,1.1.1.1,ICMP,53,41151,BENIGN,2024-01-07T23:13:30
192.168.1.10,1.1.1.1,TCP,3389,4946,DDoS,2024-01-06T09:22:06
192.168.1.2,8.8.8.8,UDP,22,75300,BENIGN,2024-01-06T03:14:37
192.168.1.1,8.8.4.4,ICMP,22,22411,PortScan,2024-01-02T03:02:14
192.168.1.5,8.8.8.8,UDP,443,77683,BENIGN,2024-01-06T03:10:15
192.168.1.4,1.1.1.1,TCP,25,86866,BENIGN,2024-01-07T07:09:52
192.168.1.10,9.9.9.9,ICMP,443,49124,BENIGN,2024-01-02T23:06:56
192.168.1.2,9.9.9.9,ICMP,22,27771,BENIGN,2024-01-03T20:11:51
10.0.0.5,8.8.8.8,TCP,443,80996,BENIGN,2024-01-03T04:27:41
192.168.1.7,8.8.4.4,TCP,25,50682,BENIGN,2024-01-02T08:31:32
192.168.1.10,9.9.9.9,ICMP,3389,59916,Brute Force,2024-01-03T20:33:10
192.168.1.8,1.1.1.1,ICMP,3389,39872,BENIGN,2024-01-06T04:32:21
192.168.1.3,8.8.4.4,ICMP,53,94164,BENIGN,2024-01-02T20:20:31
192.168.1.4,8.8.4.4,ICMP,53,43297,DDoS,2024-01-03T22:57:14
192.168.1.3,9.9.9.9,ICMP,3389,50958,PortScan,2024-01-07T17:11:30
192.168.1.2,8.8.4.4,ICMP,22,31744,BENIGN,2024-01-04T07:39:24
10.0.0.3,8.8.8.8,UDP,8080,51285,BENIGN,2024-01-06T08:15:07
192.168.1.7,8.8.8.8,UDP,443,73397,DDoS,2024-01-02T05:29:47
192.168.1.4,8.8.4.4,UDP,8080,16522,BENIGN,2024-01-02T10:29:55
192.168.1.2,9.9.9.9,TCP,443,3310,DDoS,2024-01-05T18:31:41
192.168.1.10,1.1.1.1,UDP,3389,34568,BENIGN,2024-01-05T18:30:42
192.168.1.4,9.9.9.9,TCP,22,38893,BENIGN,2024-01-04T23:26:13
192.168.1.1,1.1.1.1,ICMP,25,31208,BENIGN,2024-01-04T00:58:27
192.168.1.8,8.8.8.8,ICMP,8080,51889,BENIGN,2024-01-05T19:47:23
192.168.1.10,1.1.1.1,UDP,443,16633,Brute Force,2024-01-01T15:57:00
192.168.1.10,1.1.1.1,UDP,22,1029,BENIGN,2024-01-01T13:57:17
10.0.0.3,8.8.8.8,ICMP,3389,98383,BENIGN,2024-01-01T16:07:53
192.168.1.6,9.9.9.9,TCP,53,9329,BENIGN,2024-01-06T13:53:22
192.168.1.5,8.8.4.4,ICMP,8080,82255,BENIGN,2024-01-07T05:47:31
192.168.1.2,1.1.1.1,TCP,22,88257,BENIGN,2024-01-07T17:57:31
10.0.0.1,1.1.1.1,ICMP,3389,39808,BENIGN,2024-01-05T13:21:46
192.168.1.10,8.8.8.8,ICMP,25,93015,PortScan,2024-01-07T19:18:37
192.168.1.8,1.1.1.1,TCP,25,28680,PortScan,2024-01-01T21:25:50
10.0.0.1,8.8.4.4,ICMP,22,64822,BENIGN,2024-01-06T15:47:30
192.168.1.4,9.9.9.9,UDP,443,95079,Brute Force,2024-01-06T02:02:23
192.168.1.3,1.1.1.1,TCP,3389,69608,BENIGN,2024-01-07T15:18:39
192.168.1.3,8.8.8.8,UDP,80,98489,BENIGN,2024-01-01T23:46:15
192.168.1.7,8.8.4.4,TCP,53,50484,BENIGN,2024-01-01T18:23:17
10.0.0.1,1.1.1.1,TCP,80,24949,BENIGN,2024-01-06T00:25:44
192.168.1.2,9.9.9.9,ICMP,80,55616,BENIGN,2024-01-07T03:35:58
10.0.0.5,8.8.8.8,UDP,3389,60713,BENIGN,2024-01-06T06:34:13
10.0.0.4,1.1.1.1,TCP,80,75781,BENIGN,2024-01-01T19:43:29
10.0.0.2,1.1.1.1,ICMP,80,45095,DoS-Hulk,2024-01-02T16:45:08
192.168.1.9,1.1.1.1,ICMP,3389,52832,DoS-GoldenEye,2024-01-06T12:17:57
192.168.1.3,9.9.9.9,ICMP,80,60536,DDoS,2024-01-04T03:44:28
192.168.1.10,8.8.4.4,TCP,80,41128,BENIGN,2024-01-03T05:53:16
192.168.1.7,8.8.4.4,UDP,443,89726,DDoS,2024-01-07T07:31:47
192.168.1.4,9.9.9.9,ICMP,25,71157,BENIGN,2024-01-06T06:42:17
10.0.0.4,8.8.8.8,TCP,443,29271,BENIGN,2024-01-03T16:18:31
192.168.1.5,8.8.8.8,ICMP,25,68223,BENIGN,2024-01-01T07:08:32
192.168.1.8,9.9.9.9,TCP,3389,43870,BENIGN,2024-01-04T20:24:35
192.168.1.10,8.8.8.8,ICMP,53,91666,DoS-Hulk,2024-01-03T00:36:46
192.168.1.9,9.9.9.9,ICMP,22,22609,DoS-GoldenEye,2024-01-05T07:47:19
10.0.0.2,1.1.1.1,TCP,25,95747,BENIGN,2024-01-04T05:36:29
192.168.1.4,9.9.9.9,TCP,22,54161,Brute Force,2024-01-03T04:00:52
192.168.1.7,9.9.9.9,ICMP,22,28459,DDoS,2024-01-02T18:27:14
192.168.1.9,8.8.4.4,TCP,8080,979,BENIGN,2024-01-03T03:02:00
192.168.1.6,9.9.9.9,UDP,3389,29902,BENIGN,2024-01-06T12:38:13
10.0.0.3,1.1.1.1,ICMP,3389,47155,Brute Force,2024-01-06T22:23:31
192.168.1.6,8.8.4.4,TCP,8080,84444,PortScan,2024-01-02T18:32:23
192.168.1.8,8.8.4.4,ICMP,22,9732,BENIGN,2024-01-01T18:45:18
192.168.1.4,9.9.9.9,UDP,22,28728,BENIGN,2024-01-07T09:42:19
192.168.1.6,9.9.9.9,ICMP,53,56603,BENIGN,2024-01-02T06:18:48
192.168.1.6,8.8.4.4,ICMP,3389,21119,BENIGN,2024-01-03T11:47:38
10.0.0.3,8.8.8.8,ICMP,22,47481,BENIGN,2024-01-05T19:54:12
192.168.1.1,1.1.1.1,ICMP,80,82449,Brute Force,2024-01-04T01:37:03
192.168.1.9,1.1.1.1,ICMP,53,29351,Brute Force,2024-01-03T01:53:23
192.168.1.1,9.9.9.9,ICMP,25,68480,DoS-GoldenEye,2024-01-07T08:50:54
192.168.1.3,9.9.9.9,TCP,25,56036,BENIGN,2024-01-05T06:51:36
192.168.1.5,8.8.4.4,TCP,80,449,DoS-GoldenEye,2024-01-06T17:27:41
192.168.1.2,9.9.9.9,TCP,8080,38756,BENIGN,2024-01-02T16:06:56
192.168.1.5,8.8.8.8,UDP,25,94009,BENIGN,2024-01-02T22:39:05
10.0.0.2,9.9.9.9,TCP,25,51946,BENIGN,2024-01-04T23:01:34
192.168.1.10,8.8.4.4,UDP,443,12076,BENIGN,2024-01-01T05:40:30
192.168.1.6,8.8.8.8,TCP,8080,15150,BENIGN,2024-01-04T16:25:21
10.0.0.3,8.8.4.4,ICMP,80,16984,BENIGN,2024-01-06T05:02:06
192.168.1.4,8.8.8.8,TCP,80,54932,PortScan,2024-01-01T03:07:36
192.168.1.3,1.1.1.1,TCP,443,5118,Brute Force,2024-01-02T20:43:19
192.168.1.9,1.1.1.1,TCP,25,25056,DoS-Hulk,2024-01-04T07:08:35
10.0.0.5,8.8.4.4,TCP,53,43470,BENIGN,2024-01-03T11:37:35
192.168.1.7,1.1.1.1,ICMP,22,79548,BENIGN,2024-01-02T08:34:50
10.0.0.2,9.9.9.9,TCP,22,55415,PortScan,2024-01-06T04:09:39
10.0.0.4,9.9.9.9,ICMP,25,40148,BENIGN,2024-01-01T02:41:39
10.0.0.4,8.8.8.8,UDP,443,36596,BENIGN,2024-01-04T01:36:37
192.168.1.1,9.9.9.9,TCP,53,51344,BENIGN,2024-01-04T04:52:02
192.168.1.1,8.8.8.8,ICMP,8080,37769,BENIGN,2024-01-04T12:30:44
192.168.1.6,8.8.8.8,TCP,443,95634,DoS-GoldenEye,2024-01-02T03:39:57
192.168.1.5,1.1.1.1,ICMP,53,90971,BENIGN,2024-01-03T01:30:12
192.168.1.10,1.1.1.1,UDP,22,15699,BENIGN,2024-01-05T08:28:07
10.0.0.4,8.8.8.8,ICMP,8080,53570,BENIGN,2024-01-07T22:56:26
192.168.1.7,8.8.8.8,ICMP,25,25677,Brute Force,2024-01-02T11:35:03
192.168.1.3,8.8.4.4,UDP,80,91605,BENIGN,2024-01-03T23:13:41
192.168.1.3,8.8.8.8,UDP,8080,71959,BENIGN,2024-01-03T08:14:46
10.0.0.1,9.9.9.9,ICMP,443,30903,Brute Force,2024-01-05T05:53:55
10.0.0.2,8.8.8.8,ICMP,3389,93568,DDoS,2024-01-04T17:08:49
192.168.1.7,1.1.1.1,UDP,25,88752,BENIGN,2024-01-03T09:48:38
192.168.1.1,8.8.8.8,TCP,22,43302,BENIGN,2024-01-02T22:21:28
192.168.1.6,9.9.9.9,TCP,53,58469,DoS-GoldenEye,2024-01-07T14:14:49
192.168.1.3,9.9.9.9,TCP,80,10907,BENIGN,2024-01-06T09:39:25
192.168.1.10,8.8.8.8,TCP,22,33487,BENIGN,2024-01-05T08:29:30
192.168.1.9,8.8.8.8,ICMP,3389,77826,DoS-GoldenEye,2024-01-06T17:09:21
192.168.1.9,9.9.9.9,TCP,3389,40666,BENIGN,2024-01-02T14:13:41
10.0.0.5,1.1.1.1,UDP,25,43154,BENIGN,2024-01-04T13:55:47
192.168.1.6,1.1.1.1,TCP,443,96628,BENIGN,2024-01-05T06:42:33
192.168.1.8,8.8.4.4,UDP,53,78688,BENIGN,2024-01-02T01:42:30
192.168.1.4,9.9.9.9,ICMP,3389,71960,BENIGN,2024-01-03T17:05:56
192.168.1.5,8.8.4.4,UDP,53,18816,BENIGN,2024-01-06T08:47:09
192.168.1.6,8.8.8.8,TCP,53,173,PortScan,2024-01-07T16:03:04
10.0.0.5,8.8.4.4,ICMP,8080,61016,BENIGN,2024-01-01T11:21:09
192.168.1.2,8.8.4.4,ICMP,80,23894,DoS-GoldenEye,2024-01-02T09:52:14
192.168.1.4,9.9.9.9,ICMP,8080,78102,DoS-GoldenEye,2024-01-05T13:30:23
10.0.0.5,1.1.1.1,UDP,53,56804,BENIGN,2024-01-01T20:29:25
192.168.1.9,1.1.1.1,TCP,25,65091,BENIGN,2024-01-04T09:46:41
192.168.1.2,8.8.8.8,ICMP,80,95851,BENIGN,2024-01-07T22:40:42
10.0.0.1,9.9.9.9,ICMP,3389,78008,BENIGN,2024-01-02T12:53:17
10.0.0.1,8.8.4.4,ICMP,53,6475,BENIGN,2024-01-03T16:10:29
10.0.0.1,9.9.9.9,ICMP,8080,68132,BENIGN,2024-01-05T06:45:01
192.168.1.3,8.8.4.4,ICMP,25,73607,DDoS,2024-01-07T05:09:37
10.0.0.1,8.8.8.8,ICMP,3389,33943,BENIGN,2024-01-03T20:24:20
192.168.1.8,9.9.9.9,ICMP,80,6804,Brute Force,2024-01-07T21:34:47
192.168.1.1,9.9.9.9,TCP,53,77089,BENIGN,2024-01-04T10:53:10
192.168.1.10,8.8.4.4,UDP,443,60727,BENIGN,2024-01-04T01:35:23
192.168.1.5,8.8.4.4,TCP,3389,5764,PortScan,2024-01-06T11:37:30
10.0.0.5,1.1.1.1,ICMP,53,17852,BENIGN,2024-01-05T16:18:52
10.0.0.5,8.8.4.4,UDP,25,30542,BENIGN,2024-01-04T14:43:00
